"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2012-08","Aug-2012","PC","Percentage","0","Units",,,2.604167,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2012-09","Sep-2012","PC","Percentage","0","Units",,,2.492212,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2012-10","Oct-2012","PC","Percentage","0","Units",,,2.385892,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2012-11","Nov-2012","PC","Percentage","0","Units",,,2.284528,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2012-12","Dec-2012","PC","Percentage","0","Units",,,2.076843,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2013-01","Jan-2013","PC","Percentage","0","Units",,,1.240951,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2013-02","Feb-2013","PC","Percentage","0","Units",,,1.226994,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2013-03","Mar-2013","PC","Percentage","0","Units",,,1.017294,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2013-04","Apr-2013","PC","Percentage","0","Units",,,0.8138352,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2013-05","May-2013","PC","Percentage","0","Units",,,0.8130081,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2013-06","Jun-2013","PC","Percentage","0","Units",,,0.9164969,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2013-07","Jul-2013","PC","Percentage","0","Units",,,0.610998,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2013-08","Aug-2013","PC","Percentage","0","Units",,,0.4060914,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2013-09","Sep-2013","PC","Percentage","0","Units",,,0.5065856,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2013-10","Oct-2013","PC","Percentage","0","Units",,,0.6079028,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2013-11","Nov-2013","PC","Percentage","0","Units",,,0.6091371,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2013-12","Dec-2013","PC","Percentage","0","Units",,,0.7121058,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2014-01","Jan-2014","PC","Percentage","0","Units",,,1.02145,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2014-02","Feb-2014","PC","Percentage","0","Units",,,0.5050505,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2014-03","Mar-2014","PC","Percentage","0","Units",,,0.3021148,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2014-04","Apr-2014","PC","Percentage","0","Units",,,0.7063572,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2014-05","May-2014","PC","Percentage","0","Units",,,0.5040323,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2014-06","Jun-2014","PC","Percentage","0","Units",,,0.605449,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2014-07","Jul-2014","PC","Percentage","0","Units",,,0.708502,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2014-08","Aug-2014","PC","Percentage","0","Units",,,0.5055612,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2014-09","Sep-2014","PC","Percentage","0","Units",,,0.5040323,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2014-10","Oct-2014","PC","Percentage","0","Units",,,0.5035247,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2014-11","Nov-2014","PC","Percentage","0","Units",,,0.5045409,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2014-12","Dec-2014","PC","Percentage","0","Units",,,0.4040404,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2015-01","Jan-2015","PC","Percentage","0","Units",,,-0.1011122,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2015-02","Feb-2015","PC","Percentage","0","Units",,,0.3015075,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2015-03","Mar-2015","PC","Percentage","0","Units",,,0.6024097,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2015-04","Apr-2015","PC","Percentage","0","Units",,,0.501002,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2015-05","May-2015","PC","Percentage","0","Units",,,0.7021063,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2015-06","Jun-2015","PC","Percentage","0","Units",,,0.6018054,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2015-07","Jul-2015","PC","Percentage","0","Units",,,0.7035176,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2015-08","Aug-2015","PC","Percentage","0","Units",,,0.6036217,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2015-09","Sep-2015","PC","Percentage","0","Units",,,0.5015045,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2015-10","Oct-2015","PC","Percentage","0","Units",,,0.3006012,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2015-11","Nov-2015","PC","Percentage","0","Units",,,0.3012048,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2015-12","Dec-2015","PC","Percentage","0","Units",,,0.4024145,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2016-01","Jan-2016","PC","Percentage","0","Units",,,0.6072875,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2016-02","Feb-2016","PC","Percentage","0","Units",,,0.3006012,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2016-03","Mar-2016","PC","Percentage","0","Units",,,0,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2016-04","Apr-2016","PC","Percentage","0","Units",,,0,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2016-05","May-2016","PC","Percentage","0","Units",,,0.0996016,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2016-06","Jun-2016","PC","Percentage","0","Units",,,0.2991027,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2016-07","Jul-2016","PC","Percentage","0","Units",,,0.2994012,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2016-08","Aug-2016","PC","Percentage","0","Units",,,0.2,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2016-09","Sep-2016","PC","Percentage","0","Units",,,0,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2016-10","Oct-2016","PC","Percentage","0","Units",,,0.2997003,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2016-11","Nov-2016","PC","Percentage","0","Units",,,0.4004004,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2016-12","Dec-2016","PC","Percentage","0","Units",,,0.501002,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2017-01","Jan-2017","PC","Percentage","0","Units",,,0.9054326,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2017-02","Feb-2017","PC","Percentage","0","Units",,,0.999001,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2017-03","Mar-2017","PC","Percentage","0","Units",,,0.998004,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2017-04","Apr-2017","PC","Percentage","0","Units",,,1.09671,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2017-05","May-2017","PC","Percentage","0","Units",,,0.7960199,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2017-06","Jun-2017","PC","Percentage","0","Units",,,0.5964215,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2017-07","Jul-2017","PC","Percentage","0","Units",,,1.492537,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2017-08","Aug-2017","PC","Percentage","0","Units",,,1.497006,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2017-09","Sep-2017","PC","Percentage","0","Units",,,1.596806,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2017-10","Oct-2017","PC","Percentage","0","Units",,,1.494024,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2017-11","Nov-2017","PC","Percentage","0","Units",,,1.296112,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2017-12","Dec-2017","PC","Percentage","0","Units",,,0.997009,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2018-01","Jan-2018","PC","Percentage","0","Units",,,0.6979063,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2018-02","Feb-2018","PC","Percentage","0","Units",,,0.5934718,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2018-03","Mar-2018","PC","Percentage","0","Units",,,0.4940712,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2018-04","Apr-2018","PC","Percentage","0","Units",,,0.7889546,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2018-05","May-2018","PC","Percentage","0","Units",,,1.085883,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2018-06","Jun-2018","PC","Percentage","0","Units",,,1.086957,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2018-07","Jul-2018","PC","Percentage","0","Units",,,1.078431,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2018-08","Aug-2018","PC","Percentage","0","Units",,,0.9832842,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2018-09","Sep-2018","PC","Percentage","0","Units",,,0.5893909,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2018-10","Oct-2018","PC","Percentage","0","Units",,,0.7850834,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2018-11","Nov-2018","PC","Percentage","0","Units",,,0.7874016,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2018-12","Dec-2018","PC","Percentage","0","Units",,,0.7897335,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2019-01","Jan-2019","PC","Percentage","0","Units",,,1.287129,,
"DNK","Denmark","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2019-02","Feb-2019","PC","Percentage","0","Units",,,1.081613,,
